frame,theta_ab_deg,delta_deg,kappa,kappa_2d,kappa_ratio_abs,separation_A,J_cm,J_pda_cm,shift_1pa_cm
235,98.20669592,40.89665204,1.4650171,-1.571372302,0.9323169931,24.62174421,31.69467904,26.83732699,-4.524244404
236,94.70918898,42.64540551,1.440860879,-1.541049173,0.934986958,24.38871108,32.01383254,27.15867091,-2.628282709
237,100.1952212,39.90238938,1.538509917,-1.588501326,0.968529199,24.09540591,35.23456052,30.07118687,-6.236610679
238,96.17834086,41.91082957,1.480108474,-1.553811768,0.9525661376,24.29564944,32.65038932,28.22026043,-3.513950344
239,94.39363232,42.80318384,1.46342623,-1.538304109,0.9513243973,24.81111847,30.57751755,26.19900617,-2.342489137
240,95.57725205,42.21137398,1.468908165,-1.54859388,0.9485431811,23.97820612,34.27692652,29.13383039,-3.331297717
241,96.77917007,41.61041497,1.48149672,-1.559021483,0.9502734477,24.79208898,31.53089987,26.58363334,-3.722000972
242,99.02870901,40.4856455,1.467645767,-1.578464672,0.9297932311,24.44542456,32.46384124,27.47144496,-5.094529282
243,98.03471142,40.98264429,1.471312445,-1.569886504,0.937209436,24.77099376,31.34742668,26.46839628,-4.38152412
244,101.544401,39.22779949,1.490690767,-1.600063631,0.9316446789,24.34596894,33.69743755,28.24615776,-6.743775891
245,99.29764485,40.35117757,1.511459226,-1.580781628,0.9561467565,24.25395169,34.28196918,28.9668934,-5.538706569
246,95.18529598,42.40735201,1.467686858,-1.5451885,0.9498432444,25.09082568,29.60531108,25.40630783,-2.675639195
247,94.08146738,42.95926631,1.476426221,-1.535587407,0.9614732546,24.93139418,30.48627579,26.05103989,-2.169854982
248,93.55952741,43.2202363,1.405585773,-1.531042759,0.9180578171,24.7029685,29.99186053,25.49546448,-1.86206019
249,102.5456871,38.72715645,1.504685031,-1.608609017,0.9353951244,24.42133821,33.78214712,28.24816465,-7.338091579
250,98.79838229,40.60080885,1.470002701,-1.576478967,0.9324594437,24.60038041,32.33737116,26.99887534,-4.946257492
251,97.49693555,41.25153222,1.469283335,-1.565236582,0.9386972883,24.6603332,31.86636314,26.78932319,-4.157705253
252,98.73177804,40.63411098,1.467941256,-1.575904523,0.9314912383,24.46870337,32.87199938,27.39862813,-4.990266889
253,99.90671633,40.04664183,1.472374101,-1.586022288,0.9283438903,24.67128335,31.84844128,26.80994702,-5.479351565
254,100.9229184,39.53854078,1.526549589,-1.594744107,0.9572379559,24.6441121,32.83311064,27.88845141,-6.22148748
255,100.051446,39.97427698,1.503808967,-1.587266185,0.9474207804,24.70914844,32.64356128,27.25664168,-5.697358083
256,99.29045238,40.35477381,1.495784753,-1.580719686,0.9462681881,24.90650035,31.40101523,26.4718313,-5.069360174
257,100.8760388,39.56198061,1.495888531,-1.594342385,0.9382479859,24.78260494,31.76957985,26.87270476,-5.994435843
258,101.5704956,39.2147522,1.506391323,-1.600286732,0.9413258842,24.55215684,33.21028765,27.83055493,-6.661102407
259,95.30152062,42.34923969,1.495382423,-1.546198507,0.9671348254,24.80407031,31.03270809,26.79393011,-2.867329556
260,100.7875567,39.60622163,1.505061508,-1.593583991,0.9444506951,24.31127831,34.02918333,28.64071615,-6.369173542
261,99.78105566,40.10947217,1.52869721,-1.584941837,0.9645131287,24.61901378,32.82873742,28.01318752,-5.577066508
262,99.8967317,40.05163415,1.520951362,-1.585936453,0.9590241518,24.88173227,31.9679112,26.99768325,-5.494417822
263,101.3109257,39.34453715,1.537654592,-1.598066567,0.9621968345,24.8666863,32.24203782,27.34374858,-6.323731915
264,100.2328814,39.88355931,1.505926,-1.588824765,0.9478238465,24.49075726,32.76317293,28.03173636,-5.82036226
265,101.1784965,39.41075173,1.511151321,-1.596933089,0.9462834298,24.81755613,31.95022749,27.03235776,-6.19406852
266,99.00021721,40.49989139,1.506673134,-1.578219105,0.9546666429,24.91087194,31.02209117,26.65049419,-4.853040395
267,96.24549967,41.87725017,1.52141639,-1.554394398,0.9787840154,24.4728489,32.93529165,28.3822953,-3.582990715
268,98.98660972,40.50669514,1.454142096,-1.578101817,0.9214501121,24.73432975,31.11220186,26.27600994,-4.859838979
269,104.3158329,37.84208355,1.562699033,-1.623633389,0.9624703728,24.55433198,34.11984497,28.86316707,-8.436704113
270,95.6524713,42.17376435,1.486279981,-1.549247142,0.9593562835,24.72857969,31.53105775,26.87547317,-3.105628986
271,102.6194526,38.69027371,1.532340232,-1.609237282,0.95221522,24.70886748,32.99365445,27.77472028,-7.20827426
272,100.9838537,39.50807313,1.514432098,-1.59526618,0.9493287812,24.7113992,32.41397271,27.44168696,-6.175910715
273,98.81596502,40.59201749,1.480127337,-1.576630596,0.9387914586,24.86790566,30.70963755,26.3168834,-4.706595667
274,100.0550214,39.97248931,1.457376963,-1.587296906,0.9181501945,24.3509225,32.88158596,27.59806636,-5.740921458
275,99.41153394,40.29423303,1.490964315,-1.581762281,0.9425969587,24.83662749,31.63565112,26.60984765,-5.173205964
276,101.4957611,39.25211944,1.522449042,-1.599647718,0.9517402017,24.47689456,33.69073791,28.38747887,-6.714410328
277,98.73543597,40.63228201,1.511330575,-1.575936075,0.959005,24.24974951,34.38629295,28.97948794,-5.222320222
278,101.5113051,39.24434744,1.542280774,-1.599780641,0.9640576556,25.03571749,31.67429009,26.87424845,-6.320961907
279,103.3507312,38.32463441,1.512745303,-1.615455662,0.9364201926,24.47877678,33.76671287,28.20003754,-7.797116409
280,98.41331622,40.79334189,1.515814609,-1.573156472,0.9635498032,25.05687715,30.5673181,26.34621715,-4.47239428
281,98.20832503,40.89583749,1.447485038,-1.571386373,0.9211515786,24.93575247,30.35714555,25.52699296,-4.334173025
282,100.8714459,39.56427704,1.493059411,-1.594303024,0.9364966315,24.67584921,32.19928102,27.17151014,-6.072979135
283,101.7836003,39.10819986,1.523821328,-1.602107932,0.9511352501,24.5954179,33.03905747,28.00428181,-6.747099638
284,101.8497246,39.07513771,1.572907226,-1.602672746,0.9814275744,24.71280681,32.96709905,28.4963932,-6.769645185
285,96.90802513,41.54598744,1.520023002,-1.560137944,0.9742875672,24.78396368,31.34107327,27.30177467,-3.769575422
286,101.4992146,39.25039268,1.506254617,-1.599677251,0.9415990733,24.25539806,34.00021558,28.86198404,-6.778096062
287,102.8513773,38.57431136,1.548224705,-1.611211414,0.9609072351,24.35382847,34.62024069,29.30793869,-7.700331824
288,103.357284,38.321358,1.513870015,-1.6155113,0.9370841384,24.76910269,32.52720084,27.24023034,-7.514518539
289,102.1226273,38.93868634,1.548033696,-1.605002347,0.9645055655,24.6662322,33.34113864,28.20492654,-7.00179561
290,105.255537,37.3722315,1.539753789,-1.631562225,0.9437297366,24.60675144,33.70099975,28.2580015,-8.867556994
291,101.9108975,39.04455126,1.562620668,-1.603195146,0.9746914921,24.82457022,32.56779743,27.92938411,-6.721677193
292,98.46271925,40.76864038,1.501658211,-1.573582928,0.9542923888,25.11790939,30.62768145,25.9103713,-4.507348929
293,99.18577018,40.40711491,1.484368589,-1.57981801,0.9395820145,24.93752829,30.84829767,26.17185755,-4.924499476
294,97.56706245,41.21646877,1.494901282,-1.565843275,0.9546940657,25.03620406,30.63166045,26.0471419,-4.033777675
295,96.69857855,41.65071072,1.499627848,-1.558323049,0.9623343819,25.03209239,30.50066989,26.14237543,-3.557784114
296,97.21127645,41.39436178,1.514033194,-1.562764245,0.968817401,24.98825203,30.59169904,26.53265891,-3.840129798
297,107.211718,36.39414099,1.519211135,-1.647951708,0.9218784312,24.61316522,33.43662691,27.85920656,-9.894012104
298,97.95665602,41.02167199,1.517196019,-1.569211964,0.9668521866,24.73971793,31.88176621,27.39747081,-4.413199316
299,101.7934342,39.10328291,1.532144692,-1.602191938,0.9562803649,24.37712867,34.04522524,28.92045633,-6.958295123
300,94.53681938,42.73159031,1.511841526,-1.539549859,0.9820023153,24.29210601,33.29376628,28.83790963,-2.633527519
301,100.2967833,39.85160835,1.515791916,-1.589373489,0.9537040394,24.50621427,33.11928681,28.16202743,-5.919972413
302,103.701004,38.14949802,1.537650661,-1.618427585,0.9500892567,24.87717748,32.33469543,27.30909924,-7.658639779
303,101.6266409,39.18667953,1.553698227,-1.600766687,0.9705963019,24.12832614,35.5598536,30.2439211,-7.166497296
304,101.7477375,39.12613123,1.516328768,-1.601801546,0.9466395963,24.63813074,33.02740851,27.72190803,-6.724482465
305,101.9367485,39.03162576,1.576812019,-1.60341587,0.9834080154,24.85762109,32.41290351,28.07076448,-6.704017262
306,103.235139,38.38243052,1.569656782,-1.614473957,0.972240385,24.64158515,33.62526142,28.68479729,-7.698433461
307,101.7786898,39.11065511,1.530487237,-1.602065982,0.9553209758,24.63266768,32.86540365,27.99937769,-6.708879401
308,99.30508728,40.34745636,1.521215605,-1.580845722,0.9622796106,24.88260334,31.99892955,26.99953797,-5.173953101
309,99.25582282,40.37208859,1.512615439,-1.580421435,0.9570962564,24.77059886,32.10784935,27.21272417,-5.164318657
310,98.70591444,40.64704278,1.510124529,-1.575681429,0.958394572,24.60598878,32.50682572,27.71681396,-4.920326052
311,98.58063842,40.70968079,1.50207677,-1.574600606,0.9539414407,24.60780778,32.31535338,27.56299221,-4.821489858
312,105.1695955,37.41520225,1.565538428,-1.630838524,0.9599591897,24.63180026,33.86490588,28.64364481,-8.861668587
313,106.0540078,36.97299612,1.586482066,-1.638271666,0.9683876606,24.62837716,34.1215467,29.03894201,-9.436086185
314,102.1568673,38.92156634,1.538782596,-1.605294465,0.9585671848,24.6205941,32.83701467,28.1925715,-6.915111808
315,96.9155092,41.5422454,1.48836784,-1.56020278,0.9539579461,24.51688616,32.31889285,27.61641851,-3.89137441
316,101.8194148,39.09029258,1.547904334,-1.602413866,0.965982863,24.70230411,32.83077202,28.07920024,-6.724652578
317,102.4530909,38.77345457,1.546284081,-1.607820115,0.9617270408,24.19971194,35.19807626,29.83401512,-7.590121238
318,100.127132,39.93643399,1.532731488,-1.587916456,0.9652469323,24.17150107,34.96968579,29.67619561,-6.148821656
319,102.1625927,38.91870364,1.525413754,-1.605343308,0.9502103045,25.01030595,31.74163231,26.6614432,-6.687537101
320,101.331288,39.33435601,1.558140837,-1.598240804,0.9749099347,24.69614114,33.17555324,28.28605781,-6.51838602
321,99.09769086,40.45115457,1.521396131,-1.579059136,0.9634826814,24.78006321,31.83667483,27.33934388,-5.033960016
322,102.9490841,38.52545793,1.543703952,-1.612042546,0.9576074503,24.8844802,32.33369005,27.392477,-7.24549792
323,100.6252363,39.68738187,1.535990455,-1.592192136,0.9647016968,24.63669277,33.24504395,28.08628533,-6.129863237
324,97.88676412,41.05661794,1.501262906,-1.568607863,0.9570670541,24.87268047,31.36184974,26.6773073,-4.303338954
325,103.1656186,38.41719071,1.564000831,-1.613883307,0.9690916461,24.05634033,36.40561624,30.71859242,-8.291983963
326,99.93904463,40.03047769,1.533480633,-1.586300185,0.9667026751,24.61810991,32.76003423,28.10393848,-5.654394037
327,99.65756864,40.17121568,1.494541895,-1.583879677,0.9435956006,24.95212652,31.16641911,26.30500641,-5.228458336
328,103.0791223,38.46043885,1.520666614,-1.613148195,0.9426701271,24.88641668,31.9428125,26.97738911,-7.228543176
329,102.3860674,38.8069663,1.55909485,-1.607248912,0.9700394495,25.03879451,31.43138195,27.15721926,-6.741963022
330,100.7977547,39.60112263,1.482589169,-1.593671411,0.9302979014,25.49398781,29.04631625,24.4658614,-5.441618842
331,105.2486541,37.37567295,1.56758034,-1.631504276,0.9608190208,24.85672144,32.87300764,27.90945025,-8.645882113
332,106.6282674,36.68586632,1.581681599,-1.643080565,0.9626317986,24.9031659,32.87338829,28.00324671,-9.407085917
333,97.98462901,41.00768549,1.526632494,-1.569453716,0.9727158424,24.84999316,31.51110015,27.202492,-4.377126014
334,102.2976751,38.85116243,1.560471053,-1.606495371,0.9713511047,24.64669778,33.1875,28.49918939,-7.068630222
335,100.7020886,39.6489557,1.54123502,-1.592851217,0.9675950922,24.11845485,35.2457495,30.03816748,-6.545221483
336,99.00222375,40.49888813,1.426785319,-1.578236399,0.9040377723,24.56846725,31.18455278,26.30737118,-4.879534253
337,97.96243331,41.01878335,1.489700076,-1.569261895,0.9492998464,24.86283422,31.32185633,26.50329966,-4.338822231
338,104.4996596,37.7501702,1.514805683,-1.625187126,0.9320807792,24.39948616,33.9953831,28.51464007,-8.511568618
339,99.59500272,40.20249864,1.509532933,-1.583341374,0.9533843788,24.3753384,33.77440921,28.49992,-5.629611356
340,96.93307229,41.53346386,1.502714087,-1.560354929,0.9630591468,24.50260731,32.78486195,27.9313848,-3.957456047
341,98.77704131,40.61147935,1.496755699,-1.576294918,0.9495403949,24.7954823,31.88094654,26.84641193,-4.86470841
342,98.26536262,40.86731869,1.527305229,-1.571878985,0.97164301,24.36745992,33.98399835,28.86343847,-4.885470629
343,101.2961652,39.35191741,1.505977761,-1.597940255,0.9424493536,24.88045457,31.8527443,26.73601252,-6.239331827
344,103.975599,38.0122005,1.583036608,-1.620754323,0.9767282958,24.7126925,33.87845467,28.68030541,-8.181939728
345,103.8366178,38.08169108,1.560508575,-1.619577031,0.9635284673,24.97975826,32.49026211,27.37502191,-7.770178174
346,100.6978974,39.65105128,1.527703119,-1.592815278,0.9591213367,24.82638555,32.32127081,27.29929854,-5.999815494
347,96.08762254,41.95618873,1.457317979,-1.553024632,0.9383740278,24.27046985,33.56595827,27.87229829,-3.559645191
348,98.99119331,40.50440335,1.48359559,-1.578141325,0.9400904513,24.93407091,31.22968048,26.1691112,-4.880657218
349,96.98825105,41.50587447,1.485513845,-1.560832906,0.951744315,24.49233957,32.71846535,27.64641974,-3.980718637
350,98.2195386,40.8902307,1.515154164,-1.571483226,0.9641554803,24.65721508,32.60272844,27.63616413,-4.661096408
351,98.08830607,40.95584696,1.511752338,-1.570349584,0.9626852219,24.87041315,31.84405625,26.87105134,-4.480432208
352,100.8057163,39.59714187,1.500302987,-1.593739657,0.9413726893,24.32713541,34.14255114,28.49437046,-6.401022068
353,100.5368548,39.7315726,1.547070494,-1.591433977,0.9721235792,24.55838985,33.80693738,28.56034473,-6.182205485
354,97.54312859,41.2284357,1.521598486,-1.565636226,0.9718723043,25.27095215,30.26698419,25.78031747,-3.973221209
355,98.4117632,40.7941184,1.498313363,-1.573143065,0.9524329967,24.81244446,31.80027868,26.81927336,-4.651939688
356,100.4775456,39.7612272,1.532766612,-1.590925085,0.9634436126,24.62230022,33.08225043,28.07651333,-6.016012886
357,92.38976467,43.80511766,1.471968641,-1.520848585,0.9678600851,24.38229603,32.52849037,27.76692377,-1.356345978
358,100.9725964,39.51370181,1.53031986,-1.595169739,0.959346095,24.51277078,33.99221029,28.40913508,-6.470059545
359,99.71658791,40.14170604,1.526135223,-1.584387374,0.9632336438,24.07578461,35.42301142,29.90230572,-5.978509795
360,98.0970716,40.9514642,1.485709993,-1.570425316,0.946055809,24.64556076,32.23036333,27.13756907,-4.539667028
361,98.41425072,40.79287464,1.515505252,-1.573164539,0.9633482161,24.64753271,32.81354321,27.67515746,-4.801575518
362,100.9733835,39.51330825,1.507848905,-1.595176482,0.9452552251,24.62135977,32.95102913,27.62324733,-6.272326066
363,97.82871962,41.08564019,1.50558646,-1.568106085,0.9601304877,24.8698684,31.51337725,26.76321287,-4.292505491
364,96.66809746,41.66595127,1.485849671,-1.558058859,0.9536543901,24.57957342,32.40136812,27.35929221,-3.762372904
365,100.9835549,39.50822254,1.5280779,-1.59526362,0.9578842523,24.23735232,34.77992511,29.34559887,-6.626523139
366,103.619679,38.1901605,1.544774366,-1.617737966,0.9548977635,24.49112379,34.4536104,28.75357993,-8.112996026
367,101.2506521,39.37467393,1.528005038,-1.597550743,0.9564672954,24.54776226,33.82354071,28.24503194,-6.599023031
368,98.07997055,40.96001473,1.515664513,-1.570277565,0.9652207647,24.52239206,33.15544446,28.10396507,-4.660167839
369,99.64037998,40.17981001,1.495663927,-1.5837318,0.9443921802,24.52377152,33.00719817,27.72842775,-5.527504211
370,100.7781292,39.61093538,1.509145439,-1.593503173,0.9470614584,24.51320675,33.29645563,28.0145545,-6.226648484
371,99.90371399,40.04814301,1.512489076,-1.585996478,0.9536522286,24.4854972,33.54086353,28.17205157,-5.768792264
372,99.03997919,40.48001041,1.49289198,-1.578561802,0.9457291935,24.80080833,31.80801607,26.75986306,-4.997790142
373,100.1792204,39.91038978,1.5484915,-1.588363894,0.9748971917,24.90227998,32.21942749,27.41855105,-5.694068174
374,99.01729676,40.49135162,1.509119305,-1.578366313,0.9561274164,24.57860028,32.95134006,27.79106208,-5.16455008
375,100.0444415,39.97777924,1.510010672,-1.587205996,0.9513640168,24.88739387,31.87223299,26.78519197,-5.558899651
376,98.2114424,40.8942788,1.515160932,-1.571413298,0.9642026915,24.88328435,31.78104163,26.88986773,-4.539178016
377,98.05605739,40.97197131,1.520105521,-1.570070949,0.9681763243,24.83450967,32.05835755,27.13688391,-4.492719092
378,99.30463132,40.34768434,1.52297599,-1.580841795,0.9633955752,24.4735237,33.78026229,28.40903983,-5.461714076
379,99.3131367,40.34343165,1.495740969,-1.580915041,0.9461235618,24.86724865,31.65236375,26.59660409,-5.122304615
380,99.08421684,40.45789158,1.478815381,-1.57894303,0.9365856481,24.91867808,31.31507833,26.13316257,-4.944214342
381,99.74999332,40.12500334,1.533398217,-1.584674694,0.9676422691,24.73887292,32.91638365,27.69288705,-5.574369456
382,99.40660388,40.29669806,1.540561399,-1.581719836,0.9739786801,24.7135421,32.91603532,27.90789204,-5.379786047
383,98.36636491,40.81681755,1.50062449,-1.572751129,0.9541398267,24.52574447,32.95955814,27.81367925,-4.795690131
384,100.2667783,39.86661083,1.508270916,-1.589115851,0.9491258394,24.66144179,32.7168991,27.49647213,-5.831188595
385,100.562628,39.71868598,1.517455124,-1.591655089,0.9533818815,24.5433963,33.41567155,28.06498963,-6.12543272
386,97.96152583,41.01923709,1.519158002,-1.569254052,0.9680765203,24.96947936,31.48697026,26.68255999,-4.361200541
387,104.3255294,37.8372353,1.575327376,-1.623715377,0.9701992097,24.38998892,35.13695034,29.6885523,-8.69396214
388,102.2954838,38.85225809,1.536566123,-1.606476686,0.9564820555,24.89883571,32.28849549,27.21868534,-6.875944019
389,94.92937617,42.53531192,1.464200419,-1.542963874,0.9489531435,25.06547936,30.0280686,25.42292361,-2.580244338
390,102.5437971,38.72810145,1.511033834,-1.608592917,0.9393512911,23.87453987,36.70860132,30.36142617,-7.972588225
391,102.4464878,38.7767561,1.543187997,-1.607763847,0.9598349906,24.63548512,33.75075834,28.22204565,-7.27422312
392,103.5488649,38.22556754,1.562325592,-1.617137284,0.9661057274,24.21365007,35.8717696,30.09149543,-8.403843332
393,95.72923012,42.13538494,1.501976331,-1.549913688,0.9690709505,24.75793794,31.67381864,27.06279755,-3.161914206
394,98.19426102,40.90286949,1.516040077,-1.571264897,0.9648532722,24.75347675,32.48164416,27.33097173,-4.629602019
395,97.55644886,41.22177557,1.507151314,-1.565751459,0.9625737885,24.66482799,32.48789805,27.4647464,-4.272253411
396,102.6236672,38.68816638,1.549884177,-1.609273173,0.9630957648,24.80649637,32.95333728,27.76233342,-7.201831446
397,99.71804908,40.14097546,1.50503421,-1.584399942,0.949908019,24.65011631,32.5466002,27.47530126,-5.493862317
398,103.6305317,38.18473415,1.504484125,-1.617830008,0.9299395591,24.93254052,31.83986857,26.54245065,-7.503383967
399,101.5345898,39.2327051,1.532976671,-1.599979742,0.9581225501,24.725769,32.78455587,27.72931446,-6.555582887
400,103.1910784,38.4044608,1.572446715,-1.614099635,0.9741943313,24.88256895,33.10838179,27.90893722,-7.555308556
401,99.70104467,40.14947767,1.514709899,-1.584253676,0.9561031303,24.50013314,33.53758046,28.16288488,-5.651328868
402,96.68667075,41.65666463,1.498128615,-1.558219842,0.9614359765,24.41326903,33.41509835,28.15297522,-3.890843471
403,103.792957,38.10352148,1.574533842,-1.619207041,0.9724104466,24.19008303,36.47985028,30.41535796,-8.697309991
404,98.00161813,40.99919094,1.484742073,-1.569600534,0.9459362694,24.44898493,33.42191468,27.77931461,-4.652366209
405,99.36925796,40.31537102,1.509564637,-1.581398297,0.9545758588,24.41971455,34.05196091,28.34542509,-5.543543243
406,98.38403931,40.80798035,1.457981357,-1.572903722,0.926936173,24.26900186,33.80096759,27.89004631,-4.928432709
407,99.51924217,40.24037892,1.520978939,-1.582689415,0.9610091053,24.8778521,32.08729941,27.01080734,-5.306560031
408,99.62347945,40.18826028,1.49742392,-1.583586394,0.9455902919,24.59697209,33.23578521,27.51394287,-5.556118862
409,98.1492229,40.92538855,1.496030667,-1.570875855,0.9523544856,24.41398289,33.68877787,28.11108435,-4.775441895
410,100.3986166,39.80069171,1.520651669,-1.590247698,0.9562357303,24.87718807,32.04757288,27.00715796,-5.784439377
411,101.0078041,39.49609797,1.543247887,-1.595471349,0.9672676905,23.91321698,36.89930239,30.85849118,-7.045652342
412,99.30246808,40.34876596,1.527203303,-1.580823165,0.9660810495,24.44965331,33.79832359,28.57141493,-5.463374997
413,100.2559263,39.87203687,1.519856044,-1.589022663,0.9564722262,24.6348623,32.80839389,27.79745576,-5.841381203
414,98.55227337,40.72386331,1.507427656,-1.574355835,0.9574885307,24.51486715,33.31848851,27.97698154,-4.954848091
415,98.48674409,40.75662796,1.535800892,-1.573790295,0.9758612044,24.661795,33.41148257,27.9971533,-4.930886283
416,101.5431289,39.22843554,1.540335444,-1.600052754,0.9626779115,24.47418945,34.30852702,28.73051201,-6.865325228
417,98.36001724,40.81999138,1.495588725,-1.572696324,0.9509710817,24.35747641,33.78201224,28.29881956,-4.911656226
418,102.2157072,38.89214642,1.495191495,-1.60579637,0.9311214819,24.66453822,32.8542084,27.24776351,-6.951711947
419,98.74555926,40.62722037,1.506924619,-1.576023391,0.9561562519,24.49425863,33.44572975,28.03829755,-5.085315587
420,101.6264947,39.18675267,1.556807569,-1.600765437,0.9725394696,24.4533763,34.7675606,29.11196034,-7.006736871
421,100.0572571,39.97137145,1.527318318,-1.587316117,0.962201733,24.69376443,32.6312659,27.7345209,-5.698470848
422,99.81444398,40.09277801,1.51545034,-1.585228955,0.9559819954,24.68435076,32.71725211,27.55050679,-5.576914421
423,98.75385288,40.62307356,1.516972028,-1.576094924,0.962487731,24.45628727,33.58000809,28.3569163,-5.110536348
424,103.128741,38.43562949,1.52015787,-1.613569925,0.9421084557,24.16693739,35.5776201,29.44942713,-8.0810953
425,101.7403111,39.12984446,1.51798994,-1.601738094,0.947714202,24.36315148,34.44617821,28.70261769,-7.008977044
426,100.4045213,39.79773937,1.516097422,-1.59029838,0.9533414869,24.46291095,33.61516115,28.3175526,-6.07078916
427,100.8419639,39.57901805,1.523032265,-1.59405035,0.9554480294,24.63222334,33.0447334,27.86450118,-6.215737463
428,101.7603266,39.11983672,1.516584039,-1.601909102,0.9467353903,24.67006141,33.31209924,27.61905397,-6.789612222
429,102.5320084,38.7339958,1.526598293,-1.608492495,0.9490863637,24.54074373,33.68617774,28.2432468,-7.309394931
430,96.69952876,41.65023562,1.4684127,-1.558331284,0.9422981586,25.04151474,30.29189086,25.56933041,-3.533929796
431,98.94431106,40.52784447,1.510733928,-1.577737201,0.9575320448,24.85113554,31.85439551,26.91548926,-4.952543102
432,100.4648882,39.76755592,1.533105033,-1.590816468,0.9637221285,24.71115441,33.16978226,27.78086831,-6.024724934
433,96.69471082,41.65264459,1.485410571,-1.558289527,0.9532314411,25.03819346,30.62089899,25.87560707,-3.569755422
434,99.78416127,40.10791936,1.539894709,-1.584968544,0.9715616849,24.52679191,33.83781605,28.5378859,-5.750299942
435,100.4654276,39.76728621,1.525965548,-1.590821097,0.9592313999,24.57036465,33.50469266,28.12955956,-6.085865874
436,99.1213643,40.43931785,1.532169726,-1.57926312,0.9701801471,24.5091283,33.36673486,28.45615979,-5.289503039
437,100.7836138,39.6081931,1.475687518,-1.59355019,0.9260376781,25.01272404,31.05928388,25.78483985,-5.811203804
438,103.4305321,38.28473396,1.538621663,-1.616133124,0.9520389375,24.3725707,34.88469136,29.05901144,-8.1025364
439,100.6802734,39.65986329,1.534417093,-1.592664149,0.9634279104,23.76957146,37.41922023,31.24153628,-6.934840362
440,101.6571279,39.17143604,1.507133221,-1.601027263,0.9413538766,24.94675458,31.96645773,26.54376288,-6.458967479
441,99.72783295,40.13608353,1.530355986,-1.584484096,0.9658386539,24.51121527,33.75385062,28.41521482,-5.703327089
442,99.12320081,40.43839959,1.540393647,-1.579278944,0.9753778157,24.61158153,33.23266999,28.25310361,-5.269301975
443,97.38641469,41.30679265,1.48793708,-1.56428023,0.9511959891,24.22403876,34.21334662,28.6218643,-4.398483559
444,97.17378107,41.41310947,1.487606967,-1.562439611,0.9521052566,24.61837018,32.42527109,27.26235195,-4.049242632
445,98.94386374,40.52806813,1.540974713,-1.577733345,0.9767016196,24.6539858,33.119812,28.11817294,-5.149027547
446,96.37805741,41.81097129,1.51799945,-1.55554417,0.9758639321,24.8185235,31.84808257,27.15168592,-3.537950635
447,101.9942735,39.00286326,1.568702354,-1.603906964,0.978050716,24.56515786,34.11205601,28.9357591,-7.088960327
448,99.34844585,40.32577707,1.512359899,-1.581219094,0.9564518317,24.58701871,33.0372613,27.82214104,-5.36651289
449,95.1475359,42.42623205,1.480063805,-1.54486032,0.9580567163,24.60637633,32.10008484,27.16379614,-2.880040144
450,94.80340021,42.59829989,1.504294608,-1.54186849,0.9756309423,24.43172747,32.76746537,28.20482325,-2.743848592
451,92.31081765,43.84459117,1.444390343,-1.520160222,0.9501566494,24.20630944,32.79275489,27.8452963,-1.322218417
452,94.40082238,42.79958881,1.479083369,-1.53836667,0.9614634785,24.27618755,33.0457025,28.26859422,-2.535707097
453,98.15375042,40.92312479,1.501936257,-1.570914966,0.9560901061,23.87371569,35.47999445,30.18175285,-5.032125222
454,98.83126883,40.58436559,1.49586569,-1.576762567,0.9486943194,24.19798679,34.55637706,28.86741562,-5.30527239
455,97.45942005,41.27028998,1.523182915,-1.564911983,0.9733345594,24.09180304,34.9311994,29.78496935,-4.534906808
456,94.1759642,42.9120179,1.504289165,-1.536409907,0.9790936381,24.27639,33.26443683,28.74961411,-2.422310082
457,94.30375779,42.84812111,1.481681379,-1.537522064,0.9636813767,24.23142968,33.63882647,28.47545792,-2.524396395
458,96.69822615,41.65088693,1.500361156,-1.558319994,0.962806844,24.59060644,32.70550702,27.58932682,-3.814769975
459,96.32419759,41.83790121,1.509737544,-1.555077039,0.9708442127,24.27593219,34.06331256,28.85537469,-3.752212803
460,94.72298572,42.63850714,1.492154562,-1.541169165,0.9681964809,24.73426063,31.32602359,26.96311244,-2.579332452
461,98.35946163,40.82026919,1.514452273,-1.572691527,0.9629684186,24.36165152,33.82232674,28.64101609,-4.917193159
462,97.18620572,41.40689714,1.510277765,-1.562547186,0.9665485807,24.71442438,32.26943611,27.3563618,-4.036724872
463,96.85719891,41.57140055,1.488312929,-1.559697598,0.9542317249,24.78620332,31.60069094,26.72497088,-3.772970683
464,98.22168292,40.88915854,1.513521651,-1.571501746,0.9631052935,24.58482754,33.05247981,27.8509587,-4.726620058
465,97.9225488,41.0387256,1.518087024,-1.568917176,0.9676017622,24.82740132,32.01755772,27.12413422,-4.413119292
466,100.3414202,39.82928992,1.513488824,-1.589756718,0.9520254303,24.61247067,33.11196875,27.75662085,-5.944043305
467,96.79511465,41.60244268,1.489162454,-1.559159651,0.9551058177,24.49151832,32.71592526,27.71711087,-3.870925447
468,102.8636483,38.56817583,1.491485714,-1.611315814,0.9256321453,24.40402975,33.78211572,28.05998732,-7.520967419
469,101.1618329,39.41908353,1.521658081,-1.596790427,0.952947898,24.24995318,34.69693494,29.17678085,-6.716662287
470,101.2698555,39.36507226,1.504046201,-1.597715098,0.941373217,24.2457975,34.61847499,28.85391618,-6.765495319
