frame,theta_ab_deg,delta_deg,kappa,kappa_2d,kappa_ratio_abs,separation_A,J_cm,J_pda_cm,shift_1pa_cm
707,98.13487569,40.93256215,1.484871142,-1.570751914,0.9453250565,25.31967207,29.96242338,25.01310161,-4.239797633
708,103.4370093,38.28149533,1.543572709,-1.616188102,0.9550699618,24.53808155,34.04303942,28.56658231,-7.910792305
709,103.0146742,38.49266291,1.594360486,-1.612600298,0.9886891926,25.01034635,32.28079878,27.86637098,-7.269655109
710,99.85353992,40.07323004,1.51244704,-1.585565118,0.9538851623,24.72507955,32.47841171,27.36025203,-5.558038293
711,102.0765093,38.96174537,1.559634149,-1.604608832,0.9719715599,24.76944399,33.10253421,28.06253965,-6.925634854
712,102.5392006,38.73039972,1.557806127,-1.608553762,0.9684513899,24.73382147,33.3604193,28.15093033,-7.242798048
713,102.1949428,38.90252859,1.514295826,-1.605619262,0.9431226081,24.67726237,32.90907531,27.55324787,-6.951664514
714,103.1609622,38.4195189,1.562416824,-1.61384374,0.9681338937,24.4121134,34.79603735,29.36525528,-7.922622082
715,99.42604858,40.28697571,1.502050232,-1.581887237,0.9495305335,24.77455561,32.21137563,27.00970539,-5.275401103
716,102.3046308,38.84768461,1.549969538,-1.606554676,0.9647785793,24.40419074,34.41023975,29.15969253,-7.333143922
717,103.0126072,38.4936964,1.572535768,-1.612582723,0.9751659529,24.58657593,34.00165137,28.93072989,-7.655997014
718,101.3452663,39.32736683,1.500995742,-1.598360407,0.9390846616,24.08547132,35.29489938,29.37426593,-6.943241351
719,104.8874402,37.5562799,1.567073361,-1.628460474,0.9623035903,24.71679192,34.01162928,28.37697082,-8.738300038
720,107.0696742,36.46516288,1.565177893,-1.646767199,0.9504548634,24.6165962,34.49119582,28.69014278,-10.12435239
721,101.1740771,39.41296144,1.56189045,-1.596895254,0.9780794613,24.45563588,34.27589578,29.19891409,-6.642343266
722,101.3773336,39.3113332,1.494055766,-1.598634763,0.9345823076,24.45725747,33.404147,27.92521663,-6.589620257
723,98.55421804,40.72289098,1.523095939,-1.574372617,0.967430405,24.73257231,32.18262151,27.52785723,-4.787011569
724,107.6721469,36.16392655,1.593094743,-1.651784955,0.964468612,24.08421988,37.64034059,31.18148998,-11.42647478
725,100.1921042,39.9039479,1.533945424,-1.588474554,0.9656720152,24.44901922,33.85072227,28.69978161,-5.989855137
726,99.02906228,40.48546886,1.513033225,-1.578467716,0.9585455623,24.72095177,32.36547361,27.38456915,-5.079289597
727,99.47420416,40.26289792,1.524657243,-1.582301771,0.9635691946,24.72866726,32.46255012,27.56913236,-5.343450711
728,100.4073582,39.79632092,1.529237362,-1.590322729,0.9615893268,24.48075629,33.76920104,28.50056164,-6.100252788
729,100.1268652,39.93656738,1.538540904,-1.587914164,0.968906846,24.42282355,33.96083397,28.87848735,-5.971276635
730,103.068454,38.465773,1.548015022,-1.61305751,0.9596775146,24.6312986,33.59596108,28.32476093,-7.596551412
731,99.68146521,40.15926739,1.517096959,-1.584085251,0.9577116875,24.82488845,31.98460221,27.1146767,-5.378866625
732,102.3821767,38.80891167,1.536091777,-1.607215749,0.9557470914,24.52510473,33.67171909,28.47328414,-7.22027715
733,100.4724838,39.76375811,1.531953038,-1.590881649,0.9629585201,24.810212,32.33228235,27.42881443,-5.876822257
734,98.78435588,40.60782206,1.509150297,-1.576358002,0.957365202,25.01467452,31.41620075,26.36337056,-4.79775662
735,99.23478146,40.38260927,1.494669186,-1.5802402,0.9458493626,24.93696696,31.30510104,26.3552537,-5.023855146
736,94.76553384,42.61723308,1.493315666,-1.541539195,0.9687172864,24.92201454,31.17338681,26.37880974,-2.589834788
737,94.56662676,42.71668662,1.461671483,-1.539809157,0.949254962,24.86584386,30.89362534,25.99520084,-2.459698365
738,95.56630827,42.21684587,1.457189076,-1.548498829,0.9410333732,24.49260115,32.29497873,27.11840771,-3.132537292
739,98.56376313,40.71811844,1.47719046,-1.574454986,0.9382233685,24.7296989,32.1101481,26.70748654,-4.781521251
740,98.95196341,40.52401829,1.512206601,-1.577803168,0.9584253805,24.39919315,33.78156646,28.46674062,-5.256625768
741,95.34870515,42.32564742,1.471380673,-1.546608492,0.9513594942,24.5644068,32.14268828,27.14308545,-2.99624449
742,102.8995844,38.55020782,1.530710076,-1.611621522,0.9497950078,24.56353632,33.98663906,28.24055833,-7.587280788
743,103.702179,38.14891048,1.524458225,-1.618437548,0.9419320675,24.71858731,32.90622948,27.59927013,-7.794666246
744,103.8503825,38.07480875,1.522911277,-1.619693661,0.9402464884,24.07785575,36.15444134,29.83143792,-8.654914927
745,98.56724437,40.71637782,1.511011678,-1.574485027,0.9596862797,25.01677588,31.520738,26.389236,-4.695646022
746,100.0364033,39.98179837,1.491851074,-1.587136923,0.9399636868,24.62916694,32.58818032,27.30419102,-5.679267549
747,99.88182585,40.05908707,1.468194311,-1.585808308,0.9258334085,24.82237171,31.31344867,26.24863492,-5.373908105
748,97.52342968,41.23828516,1.509570421,-1.565465804,0.9642947277,24.63682554,32.69237458,27.60273671,-4.28046517
749,100.6673172,39.66634142,1.529573138,-1.59255304,0.960453498,24.68057154,33.20501596,27.82003167,-6.14645035
750,102.9563445,38.52182776,1.530841695,-1.612104292,0.9495922204,25.14008633,31.44967158,26.34407766,-7.05128636
751,102.3162232,38.8418884,1.53916049,-1.606653513,0.9579915504,24.70389249,33.13174495,27.91520042,-7.067234001
752,105.0500066,37.47499672,1.556500893,-1.629830993,0.9550075438,24.69033668,33.76378945,28.27621972,-8.767172628
753,104.1992675,37.90036625,1.55462382,-1.622647496,0.9580785872,24.26489246,35.56175151,29.75385314,-8.723119552
754,104.0240814,37.98795931,1.530610603,-1.621164845,0.9441424841,24.85299676,32.41433521,27.26348928,-7.854955773
755,99.47154006,40.26422997,1.519490577,-1.582278839,0.9603178272,24.30107808,34.30241741,28.95172191,-5.644726164
756,100.0937687,39.95311563,1.510086309,-1.587629827,0.9511576836,24.84533081,31.8517862,26.92281264,-5.582333046
757,99.46450478,40.26774761,1.514544381,-1.582218281,0.9572284677,24.9788735,31.42024684,26.57152424,-5.166637364
758,98.42398734,40.78800633,1.495937648,-1.573248591,0.9508590418,24.87163232,31.55104977,26.58603887,-4.622139899
759,98.94400747,40.52799627,1.508125677,-1.577734584,0.9558804711,24.62361122,32.87532134,27.62073987,-5.111098858
760,101.1349532,39.4325234,1.50379933,-1.596560283,0.9418994983,24.30548565,34.33262402,28.63716271,-6.630335806
761,101.5826391,39.20868044,1.555355282,-1.600390548,0.9718598277,24.56656807,33.85545741,28.68462311,-6.797535845
762,96.49818434,41.75090783,1.499638241,-1.556585864,0.9634150452,24.8893166,31.05514699,26.59503707,-3.514564654
763,102.2729783,38.86351086,1.544448954,-1.606284785,0.961503818,24.43135739,34.36726685,28.95901451,-7.305435149
764,102.7187918,38.64060411,1.560674364,-1.610083073,0.9693129438,24.08534698,36.20801764,30.54264078,-7.971779729
765,104.9019885,37.54900576,1.529455034,-1.628583166,0.9391322878,24.52309719,33.59338436,28.35722735,-8.639087424
766,100.755496,39.62225201,1.490760258,-1.593309137,0.9356378014,24.38139449,33.61074082,28.12452474,-6.272378461
767,100.8070056,39.5964972,1.506444663,-1.593750709,0.9452197604,24.8528976,31.92606216,26.83336275,-5.986181937
768,103.5439169,38.22804154,1.562157544,-1.617095306,0.9660268869,24.4497071,34.63127877,29.22515733,-8.110320363
769,99.67569073,40.16215463,1.531356493,-1.584035577,0.9667437496,25.33879301,30.30030157,25.73780714,-5.092606631
770,100.7921197,39.60394015,1.496398184,-1.593623106,0.9389912697,25.19247233,30.63444324,25.59103269,-5.736183446
771,99.44139125,40.27930438,1.536988939,-1.582019316,0.9715361395,25.00394448,31.45392065,26.88426541,-5.159658134
772,105.3531418,37.32342908,1.542154932,-1.632383782,0.9447257133,24.79894457,33.24841568,27.64912701,-8.803102003
773,99.28363981,40.35818009,1.514918706,-1.580661014,0.9584083444,24.77169565,32.23140428,27.25054117,-5.199635521
774,101.0171272,39.49143639,1.546181509,-1.595551211,0.9690579024,24.57230381,33.77530079,28.49547207,-6.454541754
775,105.0729204,37.46353979,1.562173961,-1.630024085,0.9583747722,24.72268272,33.65956219,28.26803486,-8.753107564
776,104.53798,37.73100998,1.500411241,-1.625510856,0.9230398161,24.41020213,34.11296533,28.20649948,-8.563094948
777,99.49075411,40.25462295,1.51946739,-1.582444223,0.9602028106,24.80207019,32.12799199,27.23206637,-5.297534659
778,96.11683226,41.94158387,1.50887669,-1.553278091,0.9714143907,24.63578256,32.41474829,27.59355603,-3.45399181
779,99.12105096,40.43947452,1.525143614,-1.57926042,0.9657328167,24.93834698,31.97897439,26.88814001,-5.06933391
780,104.3515623,37.82421883,1.516234085,-1.623935481,0.9336787714,24.85454617,32.06840021,27.00236182,-7.948825195
781,103.2425763,38.37871187,1.51960197,-1.614537135,0.9411997636,24.6513968,33.30557143,27.7369217,-7.62944945
782,102.3033201,38.84833997,1.519508918,-1.606543501,0.9458249445,24.83754185,32.44672214,27.11629982,-6.91397474
783,99.1897282,40.4051359,1.479010198,-1.579852107,0.9361700319,25.04886797,30.86306084,25.73118975,-4.928960891
784,100.5202527,39.73987365,1.53207792,-1.591291536,0.9627889581,24.70136703,32.81929397,27.79527001,-5.992247499
785,101.120604,39.439698,1.545700875,-1.596437417,0.9682188968,24.30645609,34.7438771,29.43157707,-6.701219539
786,100.8052114,39.59739428,1.527164306,-1.59373533,0.9582295614,24.62604198,33.21569915,27.96114349,-6.226969021
787,100.0083452,39.99582739,1.513573427,-1.586895807,0.9537950887,24.28062731,34.68736681,28.91191082,-6.028373482
788,102.9574001,38.52129993,1.53847617,-1.61211327,0.9543226262,24.90829033,32.53411394,27.2214983,-7.295011815
789,105.0363153,37.48184237,1.54721629,-1.629715608,0.9493780892,24.87018611,33.14666903,27.50216818,-8.59928068
790,100.6153815,39.69230924,1.520310221,-1.59210761,0.9549041853,24.26587759,34.68035608,29.09358352,-6.388649459
791,102.9789526,38.51052368,1.560039308,-1.612296554,0.967588316,24.47617331,34.74474609,29.09095589,-7.80343053
792,100.0828907,39.95855467,1.486330462,-1.587536366,0.9362497097,25.0599058,30.71531184,25.82439083,-5.377413546
793,100.9139096,39.54304518,1.517847232,-1.594666913,0.9518271303,25.15323729,31.00097891,26.07950891,-5.86953396
794,99.3728716,40.3135642,1.518481794,-1.581429411,0.9601957466,24.74338959,32.38837494,27.40848429,-5.274732583
795,97.64545042,41.17727479,1.5300787,-1.56652132,0.9767365953,24.7659453,31.95255363,27.54241711,-4.251052079
796,102.7599725,38.62001376,1.527426796,-1.610433596,0.9484568622,24.83821472,32.41755025,27.25538265,-7.159973318
797,102.6712956,38.6643522,1.55785953,-1.609678724,0.9678077417,24.78415686,33.0853666,27.98071822,-7.257521567
798,100.0323877,39.98380617,1.532083154,-1.587102417,0.9653335143,24.87711506,32.29619844,27.21042357,-5.626153875
799,96.57632031,41.71183985,1.486314411,-1.557263296,0.95444002,24.59479356,32.14837359,27.31707238,-3.681843636
800,98.95862624,40.52068688,1.481811831,-1.577860603,0.939127213,24.67635615,32.06379247,26.96515858,-4.993012442
801,99.98598309,40.00700845,1.558581168,-1.586703624,0.9822761759,25.27923233,30.86406201,26.38097184,-5.352052052
802,98.16901562,40.91549219,1.47538292,-1.571046831,0.9391081735,23.96277646,35.06973952,29.31881089,-4.98318772
803,93.92348811,43.03825594,1.471446185,-1.53421214,0.9590891286,24.64008391,31.60003023,26.89495648,-2.162209333
804,97.50284172,41.24857914,1.511026072,-1.565287683,0.9653344165,24.41592687,33.53857957,28.38607339,-4.379312276
805,96.15616998,41.92191501,1.473908961,-1.55361941,0.9486937092,24.86064567,31.03102355,26.22928535,-3.327730361
806,98.97010961,40.51494519,1.488156386,-1.57795959,0.9430890338,24.75862155,32.00506133,26.81156703,-4.990202949
807,105.5078143,37.24609283,1.5260075,-1.6336849,0.9340892481,24.49129907,34.33179408,28.40365395,-9.179284894
808,98.61681995,40.69159002,1.489365145,-1.5749128,0.9456810209,24.52671946,32.77527287,27.6016983,-4.910574917
809,98.85432164,40.57283918,1.518247573,-1.576961349,0.9627677772,24.49708372,33.08398744,28.23920369,-5.092376615
810,99.05094938,40.47452531,1.546084646,-1.578656345,0.9793674545,24.88270175,32.09375922,27.44060452,-5.048755579
811,102.6622963,38.66885187,1.49512175,-1.609602101,0.9288766145,24.73631403,32.57282458,27.01000172,-7.140100023
812,101.4117465,39.29412674,1.524963106,-1.598929154,0.9537402598,24.81347415,32.38281477,27.29289621,-6.40720891
813,100.6208597,39.68957016,1.52955441,-1.592154598,0.9606820918,24.36742024,34.13427798,28.90608533,-6.291261326
814,98.28283857,40.85858071,1.517036496,-1.572029904,0.9650175813,24.88729961,31.53431124,26.91012468,-4.542826835
815,97.92307936,41.03846032,1.504682634,-1.568921761,0.9590552382,24.5490374,32.69147243,27.8095855,-4.506307728
816,102.3908875,38.80455623,1.527058382,-1.607289996,0.950082677,24.31941623,34.70829963,29.03014557,-7.447706659
817,96.91325093,41.54337454,1.518239987,-1.560183216,0.9731164719,24.55431637,33.06328731,28.04205868,-3.979709955
818,100.2280787,39.88596066,1.499142189,-1.58878352,0.9435786376,24.72061136,32.48493962,27.13427456,-5.768254545
819,98.73879849,40.63060076,1.506411854,-1.575965078,0.955866266,24.87721644,31.78101503,26.75416371,-4.82849455
820,99.569823,40.2150885,1.511652707,-1.583124706,0.9548538414,24.896665,31.79076015,26.78437452,-5.285195163
821,99.20090279,40.3995486,1.539801189,-1.579948371,0.9745895609,24.80849006,32.34611129,27.57507255,-5.172037801
822,101.0424488,39.4787756,1.535464392,-1.595768101,0.96221023,24.7765085,32.72902091,27.60402689,-6.268792369
823,95.96970477,42.01514761,1.506886719,-1.552001297,0.9709313529,24.9106221,31.16799814,26.65507413,-3.24155265
824,96.65915626,41.67042187,1.481002047,-1.557981359,0.9505903512,25.30468434,29.77758585,24.99228105,-3.453089793
825,101.6135938,39.19320311,1.538374129,-1.600655163,0.9610902865,24.52473573,33.92430503,28.51687741,-6.829312904
826,101.0745847,39.46270765,1.516303473,-1.596043333,0.9500390387,24.69600683,32.87310378,27.52700296,-6.314484881
827,100.086768,39.95661599,1.559336377,-1.587569679,0.9822160234,24.92541914,31.75097368,27.53375289,-5.56084517
828,97.76036476,41.11981762,1.52099176,-1.567515087,0.9703203322,25.16291308,30.68231773,26.10340244,-4.143038727
829,101.4343254,39.2828373,1.535957804,-1.599122288,0.9605005292,24.82579323,32.39700873,27.44877031,-6.422531284
830,95.11621102,42.44189449,1.47770701,-1.544588054,0.9566997528,24.83995863,31.14323935,26.36263027,-2.777232901
831,97.92320173,41.03839914,1.492681734,-1.568922819,0.9514054586,24.92247972,31.21601598,26.36613519,-4.302991641
832,97.5491696,41.2254152,1.509235381,-1.565688487,0.9639435903,25.28159233,30.07097669,25.53857821,-3.950633912
833,99.6898331,40.15508345,1.535374105,-1.584157234,0.969205627,24.72099949,32.42709586,27.7887585,-5.457949386
834,98.88119218,40.55940391,1.497594742,-1.577193036,0.9495316726,24.7687656,31.80919383,26.94847703,-4.910896488
835,100.5122889,39.74385554,1.494540055,-1.591223206,0.9392397302,24.72160062,32.40061029,27.04772925,-5.911375085
836,100.160605,39.9196975,1.543623082,-1.588203996,0.9719299823,24.69350696,32.67021822,28.03147534,-5.76328762
837,101.7884655,39.10576724,1.529822037,-1.602149494,0.9548559879,25.08615482,31.51833426,26.4966902,-6.439163768
838,102.1967656,38.90161719,1.537160152,-1.60563481,0.9573535292,25.04025676,31.95139537,26.77045756,-6.750359175
839,100.6660831,39.66695845,1.521657077,-1.592542457,0.9554891741,24.80936426,31.901104,27.24726359,-5.904413083
840,98.7655734,40.6172133,1.527529365,-1.576196012,0.9691239877,24.71433426,32.58352412,27.66915071,-4.965469198
841,100.6285272,39.6857364,1.545612022,-1.592220362,0.9707274564,24.57995434,33.54216474,28.45838706,-6.186541179
842,102.3411434,38.82942832,1.567767358,-1.606865968,0.9756677844,24.83399491,32.79087132,27.9894822,-7.008456383
843,101.5693087,39.21534567,1.510143025,-1.600276584,0.9436762618,25.27628575,30.37722116,25.57003495,-6.092247942
844,103.0923432,38.45382839,1.544970297,-1.613260574,0.9576694071,24.62321967,33.48217191,28.29688472,-7.584419988
845,100.2980668,39.85096658,1.527883059,-1.589384509,0.9613048635,24.71989997,32.8805469,27.65686807,-5.878023102
846,105.493929,37.25303552,1.521844361,-1.633568134,0.9316075217,24.70023609,33.16958153,27.61340333,-8.860798242
847,102.4666877,38.76665616,1.511925008,-1.607935975,0.9402893102,25.18356695,30.75585217,25.8840084,-6.639325764
848,101.9022363,39.04888186,1.506396251,-1.603121188,0.9396646129,24.86501537,31.76868749,26.79328969,-6.552049615
849,105.8047159,37.09764206,1.553139614,-1.636179722,0.9492475631,24.27079845,35.33435669,29.70375232,-9.623645742
850,104.9151025,37.54244875,1.568130775,-1.628693755,0.9628149983,24.36763452,35.07192392,29.63433397,-9.027075155
851,101.2128736,39.3935632,1.519854699,-1.597227377,0.9515581321,24.80953941,32.27854712,27.21441326,-6.276716933
852,101.7324275,39.13378624,1.51492974,-1.601670735,0.9458434289,24.26350338,34.8482514,28.99913047,-7.08609469
853,99.56320919,40.2183954,1.528590382,-1.583067792,0.9655874435,24.99252895,31.23866548,26.77401614,-5.189853928
854,104.3702568,37.81487158,1.558330344,-1.624093523,0.9595077635,25.08593538,31.84012648,26.99116558,-7.902306956
855,101.2948502,39.35257492,1.556713585,-1.597929002,0.9742069785,24.22243649,35.40222533,29.95078763,-6.933809196
856,103.2407741,38.37961297,1.560424358,-1.614521826,0.9664931952,24.67735961,33.71127398,28.39224024,-7.721353289
857,102.3565183,38.82174084,1.553284464,-1.606997035,0.9665758119,24.5939789,33.59100258,28.55075648,-7.188275372
858,99.76695685,40.11652157,1.518631044,-1.584820587,0.9582353083,24.6875773,32.66826748,27.5975078,-5.541883268
859,100.1634354,39.9182823,1.531123231,-1.588228309,0.964044793,24.49340836,33.58261128,28.49151125,-5.925873997
860,104.6927829,37.65360855,1.546418331,-1.626818052,0.9505785415,24.30301797,35.45213273,29.45773661,-8.991940799
861,101.604144,39.19792798,1.565138684,-1.600574385,0.9778606344,24.27785471,35.11208836,29.9071419,-7.062753405
862,96.59071215,41.70464392,1.505067125,-1.55738806,0.9664046897,24.89887313,31.27940506,26.66059284,-3.590128742
863,103.5730054,38.21349728,1.559776828,-1.617342077,0.9644074993,25.29937718,31.44729319,26.33819353,-7.380181386
864,100.2908614,39.85456929,1.49565263,-1.589322642,0.9410629344,24.75564429,32.05378396,26.95634758,-5.726257362
865,103.0035259,38.49823705,1.527725035,-1.612505508,0.9474231421,24.37326824,34.65797638,28.85073626,-7.798426452
866,99.19519612,40.40240194,1.51120718,-1.579899211,0.9565212572,24.67963677,32.58582295,27.48911306,-5.207163089
867,102.2981169,38.85094157,1.544658291,-1.606499137,0.9615058331,24.28773995,35.08637886,29.47977177,-7.47333812
868,100.3324445,39.83377776,1.545262202,-1.589679662,0.9720588615,24.43619691,34.02652203,28.95705183,-6.102973996
869,100.2572436,39.87137819,1.518293394,-1.589033976,0.9554820205,24.42646883,33.58705978,28.48568363,-5.980778924
870,102.0581282,38.97093592,1.558932133,-1.604451971,0.9716290429,24.34242993,34.86779504,29.5521058,-7.284019816
871,98.75544396,40.62227802,1.513442602,-1.576108647,0.9602400221,24.68964862,32.06523667,27.49629872,-4.880883582
872,105.3249912,37.33750438,1.543488697,-1.632146872,0.945680026,24.21273426,35.52317379,29.73205698,-9.388552627
873,96.63068455,41.68465772,1.477594224,-1.557734566,0.9485532751,24.27883664,33.40286397,28.23089037,-3.856999685
874,98.11901083,40.94049458,1.531771554,-1.570614858,0.9752687277,24.46729437,33.553647,28.59493861,-4.738772025
875,102.3853348,38.80733261,1.534556565,-1.607242667,0.9547759003,24.36172297,34.38858568,29.02096906,-7.375847311
876,105.2982926,37.35085371,1.560010901,-1.631922153,0.9559346311,24.71122477,33.59651609,28.26817882,-8.864249465
877,102.9643208,38.51783958,1.51396504,-1.612172126,0.9390839946,24.79064628,32.22059927,27.17098045,-7.228506247
878,100.5222307,39.73888467,1.5515298,-1.591308506,0.9750025177,24.38682946,34.29816613,29.25143036,-6.263428647
879,98.0183951,40.99080245,1.442549379,-1.569745512,0.9189702203,24.95153489,30.46430605,25.39170706,-4.249497259
880,101.736653,39.1316735,1.533447855,-1.601706839,0.9573835974,24.62081451,33.14711509,28.09407734,-6.742576587
881,100.5113596,39.74432021,1.496447799,-1.591215232,0.9404433598,24.79295063,32.10661434,26.84911253,-5.857224557
882,103.5313757,38.23431216,1.531379978,-1.616988904,0.947056578,24.67247081,33.36360688,27.88033852,-7.806343579
883,104.575061,37.71246948,1.549739383,-1.625824061,0.9532023912,24.96062001,32.46235937,27.24868653,-8.169091793
884,104.4456838,37.77715812,1.519882166,-1.624731045,0.9354669317,24.75306599,32.6907887,27.40160047,-8.155112486
885,98.44626241,40.77686879,1.490979191,-1.573440875,0.9475914946,24.40469054,33.038459,28.0481794,-4.85274669
886,105.4963778,37.25181109,1.551224349,-1.633588728,0.949580713,24.21786602,35.91516589,29.86207667,-9.595722648
887,102.8297709,38.58511454,1.510839129,-1.611027578,0.9378108419,24.69496608,33.1563559,27.43127108,-7.36253978
888,99.99014639,40.00492681,1.485146551,-1.586739405,0.9359738253,24.78228196,31.88272843,26.6807749,-5.530977783
889,101.0807354,39.45963231,1.512154771,-1.596096007,0.947408404,24.33332165,34.15184962,28.69756599,-6.563712779
890,100.9328043,39.53359783,1.526156608,-1.594828813,0.9569407043,24.9464329,31.79022846,26.87984424,-6.029259264
891,103.4673873,38.26630634,1.558735996,-1.616445927,0.9642982605,24.42436,34.9300997,29.2520291,-8.134935695
892,105.1457691,37.42711545,1.534554302,-1.630637833,0.9410761057,24.2402419,35.23108696,29.45943562,-9.2050257
893,102.8760431,38.56197844,1.546120126,-1.611421262,0.9594760617,24.82167947,32.79680764,27.64411899,-7.308523364
894,101.8306109,39.08469457,1.532477571,-1.602509496,0.9562985896,24.59561644,33.57270766,28.16268137,-6.883042703
895,94.7394753,42.63026235,1.477682338,-1.541312573,0.9587168521,24.88405283,30.63603679,26.22229796,-2.531307021
896,99.59261667,40.20369166,1.494221004,-1.583320843,0.9437259735,24.60773831,32.77760422,27.41907173,-5.462115249
897,102.8292542,38.58537292,1.542353555,-1.611023181,0.9573751471,24.48449759,34.29992086,28.73183459,-7.616172636
898,103.656322,38.17183901,1.528798648,-1.61804872,0.9448409237,24.22068915,35.22014393,29.42007745,-8.315385848
899,96.54258189,41.72870906,1.488699576,-1.5569708,0.9561512497,24.40382112,33.21322534,28.00828877,-3.78436801
900,101.6046197,39.19769017,1.522099083,-1.600578451,0.9509681218,24.26140498,35.06017085,29.14392848,-7.05259535
901,98.19566063,40.90216968,1.524067103,-1.571276986,0.9699544489,24.55271401,33.46981491,28.1551978,-4.771255035
902,98.66217263,40.66891369,1.531475649,-1.575304086,0.9721777925,24.62701939,33.13050436,28.03674221,-4.989724686
903,100.4591976,39.77040121,1.528733025,-1.590767634,0.9610033498,24.77487476,32.78303804,27.48845015,-5.951277583
904,101.6729484,39.16352581,1.548551536,-1.601162471,0.9671420381,24.68505258,33.1013855,28.1498771,-6.697235928
905,101.1887166,39.4056417,1.526992213,-1.597020583,0.9561506153,24.12280913,35.43326905,29.74446695,-6.875512822
906,103.1812218,38.40938912,1.564702565,-1.614015888,0.969446817,24.81371074,33.32037614,28.00332871,-7.598104516
907,102.4470406,38.77647971,1.562224285,-1.607768558,0.97167237,25.17316738,31.6074627,26.77828775,-6.812581332
908,106.8366723,36.58166386,1.604144145,-1.644822236,0.9752690048,24.56137219,34.9246527,29.60319061,-10.11573259
909,103.8408781,38.07956093,1.573980833,-1.61961313,0.9718251871,24.46066845,35.14125956,29.40678093,-8.406712111
910,98.27059192,40.86470404,1.543753135,-1.571924145,0.9820786451,24.89433463,31.70985472,27.36083161,-4.561408388
911,104.3304269,37.83478653,1.565649375,-1.623756787,0.9642142145,24.79879991,33.26006533,28.07084754,-8.232317634
912,101.0718919,39.46405403,1.567227054,-1.596020271,0.9819593661,24.76240816,32.79714819,28.22320278,-6.298382135
913,101.3361918,39.33190408,1.50762796,-1.598282763,0.9432798719,24.69574227,32.39891141,27.37038717,-6.368509094
914,97.69065084,41.15467458,1.509127871,-1.566912241,0.9631221403,24.34224949,33.6108019,28.60862082,-4.497948129
915,98.12930827,40.93534587,1.530706767,-1.570703818,0.974535587,24.74433726,32.02124631,27.62596981,-4.528048744
916,99.80637956,40.09681022,1.510849367,-1.585159609,0.9531212875,24.92785972,31.5302989,26.66976571,-5.370215843
917,101.2958069,39.35209656,1.515961174,-1.597937189,0.94869885,24.29417095,34.2955235,28.90911781,-6.717614358
918,101.5798442,39.21007791,1.503680265,-1.600366654,0.9395848512,25.01289308,31.20418598,26.27342733,-6.263719486
919,100.2177616,39.89111919,1.527146814,-1.588694916,0.961258703,24.55262899,33.3701696,28.21238463,-5.919528759
920,99.02477207,40.48761396,1.522086103,-1.578430741,0.9643033828,24.80147574,32.06251889,27.28096079,-5.029374219
921,103.6746602,38.16266989,1.541381804,-1.618204222,0.9525261299,24.62760861,33.50634773,28.21606899,-7.9211835
922,100.7716279,39.61418603,1.510787664,-1.593447439,0.9481251952,24.84366193,32.17313108,26.94074537,-6.012993377
923,100.3198181,39.84009096,1.527318812,-1.589571261,0.9608369565,24.69926139,32.68703026,27.71601654,-5.855637011
924,100.9978585,39.50107073,1.468370489,-1.595386153,0.9203856294,24.78827534,31.75584222,26.360262,-6.058135263
925,98.69307274,40.65346363,1.520306507,-1.575570653,0.9649243619,25.1659457,30.42861094,26.08221069,-4.599020022
926,99.70789523,40.14605238,1.544390664,-1.584312603,0.9748017288,24.91254232,32.21419834,27.31215882,-5.432125824
927,103.8355358,38.08223209,1.553646277,-1.619567863,0.9592968054,24.44877113,34.71978553,29.06926515,-8.302741114
928,97.32771665,41.33614168,1.51335736,-1.56377221,0.9677607459,24.61170541,32.70040519,27.75679889,-4.170754195
929,103.8816551,38.05917243,1.53968934,-1.619958614,0.9504497998,24.73017847,33.63574562,27.83584189,-8.069794844
930,99.33768927,40.33115536,1.506307922,-1.581126471,0.9526802248,24.08491133,35.05105173,29.4802807,-5.68713625
931,97.20988883,41.39505559,1.459128906,-1.562752232,0.9336917759,24.90629644,30.69705891,25.82374426,-3.852617905
932,100.2983008,39.85084958,1.554098166,-1.589386519,0.9777975013,24.40273821,34.06015401,29.24258595,-6.089037178
933,102.6070765,38.69646176,1.525967235,-1.609131887,0.9483170693,24.36279301,34.58895383,28.85472851,-7.54951557
934,102.0271848,38.98640762,1.569244125,-1.604187881,0.9782171669,24.53250889,34.42184778,29.06147322,-7.172678794
935,107.106509,36.44674549,1.584626433,-1.647074453,0.9620854907,24.43328261,35.66275563,29.70533475,-10.49016052
936,101.8613853,39.06930737,1.543894283,-1.602772334,0.9632648695,24.06369889,36.45658236,30.29586906,-7.493456125
937,104.1721164,37.91394181,1.571490009,-1.622417783,0.9686099507,24.75109564,33.58245028,28.338793,-8.22217821
938,101.9312805,39.03435975,1.555337488,-1.603369185,0.9700432705,24.35888237,34.97790768,29.42426172,-7.231275593
939,98.41389586,40.79305207,1.532061604,-1.573161476,0.9738743463,24.74587448,32.51739596,27.64526907,-4.758041337
940,103.1295724,38.43521379,1.534895562,-1.613576991,0.951237884,25.02728879,32.02819491,26.77259236,-7.275331994
941,103.6005081,38.19974595,1.553833512,-1.617575366,0.9605941982,24.70144311,33.719368,28.18970392,-7.92913408
942,103.1432026,38.4283987,1.568058924,-1.613692824,0.9717208263,24.32420273,35.38530477,29.79199215,-8.046110445
943,100.8778251,39.56108747,1.515286291,-1.594357693,0.9504054818,25.28507744,30.47878175,25.63036787,-5.751815048
